text,createTime,sentiment_score,sentiment_label
terimakasih pak wapres gibran🙏,1764938280,0.1269041,positive
"heyyyy yg nganggep enteng karena beliau nyatet keluhan.. pointnya bukan itu sii yg gw tangkep, tapi bagaimana beliau merespon warga, mendengar keluhan warga, itu udah bikin warga merasa aman merasa ada yg melindungiii, smoga semuanyaa diberi keselamatan 😇😇😁😁",1764931346,0.12669039,positive
kalo buruk dicela kalo bener dianggep emng tugasnya,1764930955,0.07792577,positive
"Terima kasih untuk pak gibran, untuk rekan-rekan dan instansi yang juga turun membantu dan mendengarkan keluhan korban bencana.",1764930851,0.1266548,positive
"komen nya ya allah bener bener, istigfar mulu tiap baca 😭😭😭",1764930572,0.011237264,neutral
pak wapres aja datang pake baju biasa aja lah yg disebelah malah pake rompi anti peluru jir🗿😹,1764924917,0.089865744,positive
ayahnya dulu pernah turun ke gorong gorong loh,1764980667,-0.123019606,negative
"gibran gak validasi, pak gibran gak korupsi... dia selalu kerja untuk rakyat... mungkin dia punya kelemahan... tapi seharusnya itulah knp kita ada untuk mendukung nya.... tapi ntah knp bnyak yg membenci beliau.... sekali lagi dia punya kekurangan, tapi ketahuilah dia tulus..",1764945345,0.12502491,positive
"@ghai:sbnrnya ini bare minimum, cm krn jrg nemu pejabat yg begini jd agak gmn ya kek oh ada ya yg gini?. but makasi banyak pak gibran udh turun lapangan begini",1764930819,0.1257433,positive
berisik bngt plisss😭😭😭 hrsnya diem dulu gasi orh lg d tanya,1764937247,-0.020170271,neutral
"gibran itu merasa bersalah karna pak jokowi mau2 aja jadi boneka megawati gak sih.
makanya mereka kelihatan gak seakur dlu setelah gibran jadi wapres.
yg aku lihat, gibran menjalankan tugasnya diiringi rasa bersalahnya kepada rakyat",1764943335,0.11439133,positive
"gak dipost dipertanyakan, dipost dipermasalahkan.",1764928208,-0.020114928,neutral
"@z: ada aksi nyata dihujat, ga ada aksinya juga di hujat",1764930607,-0.00035387278,neutral
Gaysss dia mendengar keluhan rakyat dia mencatat apa yang dibutuhkan rakyat 🥺,1764934888,0.124236554,positive
sekelas wapres juga gapake rompu anti peluru loh🗿🗿,1764943989,0.003659904,neutral
"keren wapresnya😩
btw ini kan bencana alam kan bukan perang kok yg sebelah pake rompi anti peluru?",1764939804,-0.045148373,neutral
biasanya Bupati walikota itu yg mencatat ada asisten...,1765065895,0.10066047,positive
"Presiden dan wapres itu berusaha yg terbaik untuk masyarakat nyaa,stop menghujat",1764934454,0.12664458,positive
sehat selalu mas gibran❤🙏,1764930432,0.12704861,positive
sehat selalu bapak gibran🥺,1764929321,0.12709144,positive
"dia jadi wapres kek berat bgt pekerjaan nya daripada presiden itu sendiri, aku liat dulu wapres bapaknya gak se berat ini deh 🙇🏻‍♀️",1764926601,0.12023315,positive
"itu effort loh, mendengar aspirasi rakyat. kok masih aja di hate😔",1764930860,0.12522441,positive
pemrintah akan tetap salah diwilayah dan dimata para pendukung pemerintahan yang kalah!,1765066938,0.099116,positive
"Semoga yg kamu catat segera kamu laksanakan ya pak, itu demi rakyatmu.",1764923730,0.12662107,positive
Msih mending ini dari pada yg pake rompi cuma tunjuk2 😂,1764984363,0.12568402,positive
"@ghai:sbnrnya ini bare minimum, cm krn jrg nemu pejabat yg begini jd agak gmn ya kek oh ada ya yg gini?. but makasi banyak pak gibran udh turun lapangan begini",1764933188,0.1257433,positive
2026 ganti rakyat,1764930518,-0.00021493435,neutral
Beliau Aja nyatet keluhan pakai Buku Dan pulpen ngga pakai hp dijaman Sekarang Sudah termasuk luar Biasa 🥺,1764939090,0.12366596,positive
"BUAT PAK PRESIDEN DAN WAKIL NYA PAK SELALU SABAR YA PAK SEMANGAT YA, MAU RAKYATMU BILANG APA TETEP BERUSAHA DI JALUR LURUS INSYAALLAH ALLAH GAK TIDUR PAK KEBAIKAN BAPAK DAN USAHA YANG DILAKUKAN AKAN ADA HASIL NYA PERCAYA PAK",1764941828,0.12709233,positive
"Sehat selalu Pak Prab dan Pak Gibran serta keluarga. Terima kasih🥹Dan juga sehat selalu kalian yang sedang terkena musibah, semoga Allah gantikan semua apa yg hilang dari kalian🥹",1764933970,0.12701058,positive
"emang kalo presidennya anis, kalian yakin cak imin bakal kaya gini",1764929572,0.12313467,positive
njirrrrrrrrrrr yg komen buzzeer semua,1765082627,-0.00073096156,neutral
@𓏲 ˖. 𝓐 ngel 🍓 𓂃:di indo doang presiden n wapres di hujat wkwk,1765079971,-0.0010218024,neutral
ganti rakyat pak🙏,1765088771,0.0007030368,neutral
"Bukan menghujat, seharusnya sekelas wapres udah tau strategi dan apa aja yg di perlukan oleh para korban saat aka berkunjung ke tapsel, gak perlu catat2 satu persatu, saya pikir begitu",1765078293,0.11333567,positive
"Uda segini nya pun pak Gibran, ttp aja dicari cari kesalahan dia 🥹",1764941365,0.12645864,positive
serba salah of the year🤣,1764926183,-0.001575768,neutral
"kadang males baca komen yg menghujat, mending fokus dan menilai sendiri dari vidio yg ada.",1765078660,-0.0006133914,neutral
"sedangkan orang No 2 Indonesia enggak pake anti peluru, lah ini sebatas seleb kayak mau perang Dunia ke 3 bjirr🗿",1764925087,0.0019132495,neutral
yg hujat itu entah mata hatinya tidak buka..😭malah buka mata batin,1765081781,0.1178911,positive
oke pak terima kasih sudah peduli. sekarang mana 19 juta lapangan pekerjaannya,1764952340,-0.109776735,negative
"kalo aku di posisi pak gibran aku gapeduli yg hujat selagi aku menjalani tugas pemimpin dengan baik dan terima masukan dari rakyat serta berusaha mewujudkannya dengan baik juga, jadi mohon kepada semuanya jadi rakyat yang bijak juga ya semangat.. semoga daerah yang terdampak bencana bisa segera pulih kembali dan dapat beraktivitas sebagai mana mestinya.",1764938268,0.12671036,positive
Udh kyk petugas dukcapil aja🤣,1764933531,-0.04042521,neutral
Yang Komen bare minimum Lu maunya gimana gue tanya salah mulu perasaan😭,1764948901,0.0043205917,neutral
gibran lucu bgt😭,1764931100,-0.0092612505,neutral
di aplikasi x sama facebook itu sama sebenernya otaknya wkwkwk,1764929315,-0.0005592406,neutral
gk suka jokowi bukan berati gk suka sama gibran,1764931515,0.1131621,positive
"keren bran, gw kagum sama lu",1764934840,0.1267046,positive
"walaupun kata orng orng ini bare minimum, tapi aku bisa ngerasain gmn rasa terharunyaa di denger samaa sosok berpengaruh di saat keadaan lagi susahh",1765068972,0.12664992,positive
lngsng juara klo ada lomba perfomative vice president🤣,1764928910,0.071578294,positive
"2 Periode pak jokowi, SBY 1 periode tapi gaada yg wakilnya pernah turun sampai ke ujung Utara Indonesia. Pas Gibran naik belum setahun dia udah sampai ke Maluku Utara dengar langsung apa aja keluhan Rakyat🙏. Jadi Kalian yg suka hujat itu Pembenci!!! Bukan mreka yg gak kerja!",1764938368,0.10885796,positive
Kalau liat Gibran selalu terngiang-ngiang (MBG: Makanan Bang Gibran 😭🙏🏻),1764930831,0.12324253,positive
"terserah sama hate komen yg mandang beliau dari A-Z negatif trus,aku cuma berharap beliau dan para relawan lainnya sehat badan pikiran, semoga semua segera pulih, agr bisa merayakan natal dgn suka cita walaupun keadaan yg benar"" entahlah, agr bisa menyambut bulan suci ramadhan juga tahun depan,I know everything is difficult,tpi mau bagaimanapun juga kalian yg masih selamat harus tetap kuat",1764935194,0.12635848,positive
keren pak wakil presiden sehat selalu,1764922267,0.12716836,positive
percayalah yg kalian bilang 'bare minimum' itu cape bgt buat dilakuin dan ga semua orang bisa. minimal harus punya rasa tanggung jawab.. rasa itu ga semua orang punya.,1764946724,0.12538022,positive
"terlepas dari issue dan kurangnya kemampuan dia sebagai wapres, gw tetep rispek karena dia ga baperan dan tetep welcome sama keluhan kalian",1764932313,0.12631863,positive
kok ga pakai rompi anti peluru sih😡😡😡,1764935404,0.00016224384,neutral
Sehat sehat mas gibran dan pak wowo ku🤗,1764933840,0.12708658,positive
abah anis mana? situ bnyak pendukungnya loh 😂,1764922218,0.0035713315,neutral
"aku syg bgt sm presiden sm wapres yg sekarang ,sehat selalu buat mereka 🥺",1764925296,0.12715289,positive
"walau sering di remehkan, katanya""wapres kok muda banget""begini begitu lah,tapi pa Gibran selalu membantu rakyatnya yg kesusahan, karena bencana alam, terima kasih pak gibran🥰",1764924390,0.12639621,positive
sehat selalu ya pak Gibran dan pak Prabowo ❤️,1764927981,0.12708023,positive
sebaik apapun kita bakal tetap salah dimata pembenci. baik gini aja masih di hate,1764930352,0.12692529,positive
Jangan ada yg ngebully,1764923161,0.12626049,positive
"ada aja salahnya, takut klo besok gue jadi presiden keknya gak kuat mental",1764936779,0.08993614,positive
"Ini baru wakil president yg Pro Rakyat
MashaAllah Tabarakallah 👍",1764923911,0.12667021,positive
tidak ada rompi dan manggul beras hanya buku kecil mencatat keluahan rakyat😢,1764927042,-0.0012574196,neutral
Klian gk ingat momen gorong-gorong kah?,1764936935,-0.09556082,negative
"kemaren ada anggota DPR bawa rompi guys, kalian di bagiin gk rompi itu🗿",1764925690,0.00069987774,neutral
Makasih pak Gibran,1764926895,0.12681365,positive
kyak lgi ngisi responden audience buat skripsi 😭,1764924981,-0.08647779,negative
"mungkin begini ya dulu Umar bin Khatab waktu jadi pemimpin, tp ini versi modern nya.. Anak & bapak persis bgt ketika jd pemimpin, langsung turun ke lapangan biar tau keluhan rakyat.. sehat selalu Pak Gibran 🌸🌸🌸",1765083964,0.12699008,positive
gibran nyatat bahan2tuk d dapur jgan slah sangka..bgus2,1764923586,0.0714314,positive
sehat sehat bapa presiden dan pak wakil panjang umur selalu dalam lindungan Tuhan masih banyak yg sayang sama kalian semakin tinggi pohon semakin kencang angin nya wee love 🩷🩷🩷,1764930643,0.12692419,positive
mantap pak Gibran,1764922319,0.12700897,positive
salfok sepatu wapres 😍,1764925328,0.12504983,positive
LIHAT LAH INI SEMUA ULAH ANIES. TANGKAP DAN ADILI ANIES,1764922089,-0.00020262599,neutral
eee itu catatan keluhan kan bukan catatan death note buat nyatet nama warga,1764924095,-0.0020780563,neutral
bisa bisanya masih buat gimmick😭😭😭😭😭,1764927296,-0.06387979,negative
tim support pak wapress💪,1765166345,0.12668893,positive
komenan ig sama tt beda yaaa di ig apa apa di hujat🥺,1765142673,-0.00045639277,neutral
coba tulis hutang negara muat ga itu buku?,1764922100,-0.08786243,negative
baru kali ini lihat wapres terjun langsung masyaallah,1765122533,0.12638834,positive
di indo siapa pun pemimpin nya pasti dihujat.,1765167010,0.00021445751,neutral
"wapres sebaik ini di hujat?
berarti kita harus ganti rakyat",1765169504,0.1264767,positive
"Maaf aja gw nggak tau letak salahnya ini dimana,sampai beliau dihujat segitu hebatnya.",1765117747,0.12366596,positive
"diam di hujat, gerak d hujat",1765123006,0.003463596,neutral
OUR NEXT PRESIDENT!!! 😎😎😎,1765115852,0.11100721,positive
buku yang pasti ga cukup 1 ya pak,1765111947,-0.0005521178,neutral
"sudah hebat wapres kita. beliau jg g DTG pakai rompi dengan tulisan wakil presiden RI ,🥲",1765128234,0.12600127,positive
"Sudah berbuat baik pak Wapres namun di cari salahnya terus,,barisan sakit hati kelakuannya.",1765117887,0.1267443,positive
style without substance is awful🙏🏻,1765117706,-0.024895728,neutral
"dicatat doang, sampai jakarta catatannya hilang 🤣🤣🤣🤣",1765115439,-0.11657679,negative
pada ngeliat dari sudut yg positif aja guyssss. plss di situasi kya gini masihhh aja ada orang yg gasuka sampe over hate..pak gibran loh juga manusia.,1765120560,0.12695083,positive
"heran sama org² pada kenapa, presiden & wakil nya turun tangan malah dicaci maki, gaada pergerakan apalagi, mau nya gimana 😭",1765118603,0.11939433,positive
Turun ke lapangan masih aja di hujat apalagi kalo gak samsek apakah bakal di demo,1765118539,0.122048944,positive
"cuma di indo , pejabat berbuat baik di puja puja
tengok di luar indo , pejabat berbuat baik biasa aja , karna itu emang kewajiban
yang perlu di apresiasi itu kalo mereka bekerja di laur kewajiban 😂 , Biasa aja itu mah",1765167859,0.022533685,neutral
"Hanya di Indonesia, presiden dan wakil presiden, di hujat habis2 sprti TDK ada harga dirix di mata rakyat 🥹
bahkan Jokowi saja dri jabatan dn berhenti smpai skrng masih sja di hujat",1765163897,0.106529534,positive
respect gw bran,1765147828,0.12693676,positive
ngurus anak 2 aja berasa ini ngurus netizen jutaan beratttt,1765126361,0.12572479,positive
alasan ga nyesel milih pak wowo sma gibran,1765156082,0.111792356,positive
"Sebenarnya keluarga jokowi itu peduli rakyat ,cuma antek” nyq aja yang bikin gaduh",1765140603,0.08131373,positive
"ditolong dibilang pencitraan, ga ditolong dblg gapeduli yg blg diem’ aja druma sambil hate komen🤭",1765175866,0.12524986,positive
Bahlil dan menteri kehutanan belike: Gibran salah hujat aja hujat! bukan kami kok😂,1765114598,0.011092693,neutral
Smgt pk,1765166122,0.12686256,positive
jujur yg ngehujat tuh emg pernah jadi presiden n wapres?,1765175874,0.1259262,positive
yang bener begini,1765156617,0.08216295,positive
minta alat olahraga biar sehat,1765158545,-0.005989909,neutral
"udah atu guys namanya manusia kan ada batasan kemampuan yak dia udah semaksimal mungkin buat rakyatnya dia aktif lho disini nggak cuma gotong satu karung beras dibawa kemana""",1765160152,0.009590596,neutral
sehat terus pak presiden dan wakil presiden kita🤲🤲🤲,1764924175,0.12714648,positive
"sampe wapres yg harus turun tangan,pejabat"" daerah pada kemana",1764942141,0.1252566,positive
"Pak Wapres terbaik 🥰🥰🥰🥰🥰
sehat selalu ya Pak.... semoga sekeluarga selalu dalam Rahmat Allah🤲🤲🤲🙏",1765111737,0.12708396,positive
positif tingking aja mungkin dia takut lupa jadi lbh baik di catat pake pensil nanti kalo pensilnya patah berarti tugas telah selesai dan saat nya kembali ke rumah mmh🤭,1765116223,-0.02437386,negative
am i lost? why are people still idolizing him in this comment section?😭,1765122803,-0.059188902,negative
"🗣️kamu tadi brp kilo ?
🗣️trus kamu tdi minta apa ?
itu wapres apa bakul sayur 😂",1765121758,-0.03270626,neutral
"gawe buku seng gedi,cilik ngono GK kuat nampung",1765119630,-0.105502576,negative
"wah anak SD juga bisa nyatet doang.
wapresnya bisa gk nyari solusinya? (bertanya dengan santai)",1765116919,-0.016658872,neutral
yang ngehujat udah sumbang apaa?,1765108976,0.122133225,positive
Fungsi nyatat?,1765108556,-0.12245983,negative
biar keliatan kerja,1765119563,-0.102767706,negative
ngapain sih? bukannya lgsg kirim bantuan. semua org juga bisa kali tau apa aja yg dibutuhin mrk kl mikir.,1765113082,0.0018647015,neutral
buzzer ny bnyk bgt wkw,1765165503,-0.09003264,negative
mas gibrannnnn🔥🔥🔥🔥🔥,1765162611,-0.041994095,neutral
Yg Ono lebay banget ya kalau yg ini biasa aja penampilannya,1765161105,0.030921191,neutral
2026 ganti rakyat dah fix,1765159487,0.00034826994,neutral
ga pernah liat wapres sampe turun kelapangan gini. baru kali ini liat nya.,1765158233,0.12600291,positive
abis dicatet dibuang😂,1765167056,-0.12081742,negative
YaAllahhhh emg harus ganti rakyat kalo begini isi komen nya 😭,1765123193,0.042283356,neutral
Sehat selalu mas Gibran ❤️❤️sekeluarga,1765154202,0.12707168,positive
"kalo gini sih namanya kerja, coba lu liat ma'ruf amin, pernah liat gak lu?",1765109909,0.11629692,positive
semua yg benar akan jadi salah Dimata pembencinya,1765144578,0.095600724,positive
"alhamdulillah mas gibran kesana tidak pakai jas anti peluru dan gk gotong2 beras..
mas gibran ksana membawa asa dan semngat bagi korban dan anak2 👍",1765155552,0.12637225,positive
sehat sll mas gibran,1765156162,0.12710646,positive
"Turun tangan salah, ga turun tangan lebih salah. Emang Maha Benar selalu netijen ini🙂",1765117595,0.12117356,positive
"gue anak abah. tpi plis guys jangan mandang rendah org lain. dia udh berusaha sekeras itu loh. dibantu salah, ga dibantu salah. kenapa siii warga +62 ini. gue yakin pak prabowo dan gibran lakuin yg terbaik trutama smpe turun ke warga. btw, niat buat ngecatet keluhan² mereka aja itu udh nunjukin keseriusan dia. terlepas dri beda pilihan, PLIS GUNAIN HATI NURANI KALIAN",1765108573,0.12672874,positive
بِسْمِ اللّٰهِ الرّحْمٰنِ الرّحِيْمِ,1765109019,0.06377879,positive
Lebih baik bawa buku saku dripda angkut karung beras,1765124225,-0.014653742,neutral
"terimakasih pak wapres, ditunggu responnya ya, terutama untuk keadaan Indonesia secara menyeluruh, pak. 🙂‍↕️",1765119091,0.12670791,positive
"Jujur saya pendukung Prabowo, tapi saya mau bilang kalau entah kenapa kepemimpinan era pak Prabowo ini terasa sangat dekat dengan masyarakat dan mengutamakan rakyat. saya bilang bukan karena pendukung, memang yg dirasa begitu dan saya kira skrg saat nya kita optimis bareng2 mendukung pemerintahan beliau untuk rakyat",1765123473,0.12465903,positive
"sedih liat negara sendiri,ga pemerintahannya ,ga rakyatnyaa samaa ajaa🥺,ayo saling percayaa,saling mendukung,jangan saling menyalahkan apalagi memecah belah
NKRI harga mati,I LOP INDONESIA ♥",1765115120,0.060563058,positive
GANTI RAKYAT,1765115478,3.5226345e-05,neutral
sehat sllu pak wapress,1765113361,0.127137,positive
"Ada gak si negara lain yg sprti negara kita? Presiden dri masa ke masa semuanya di benci,langkah dan tindakannya selalu di salahkan,apa seharusnya bukan ganti presiden tapi ganti rakyatnya? 😅",1765153369,0.10533324,positive
aku kayanya klo jdi anak pejabat gaakan kuat deh bacain komen😭,1765123002,0.12293756,positive
"love u pak Gibran, terimakasih telah melaksanakan tugas bapak sebagai wapres yg sering dihina dan direndahkan masyarakat yg baik hati, tidak pernah salah, tidak pernah menghujat, dan sumber pahala bapak atas doa dan sumpah baik merekaa🥰🙏",1765113202,0.1270706,positive
"ayoo lahh fairr lahh , kalo lagi bener pujii lah positif dikit kita tuh .",1765122417,0.12673503,positive
ngapa bawa buku saku....tinggal di rekam di hape kan simple....ych moga2 bukan di catet doang tp di tindak lanjuti juga,1765126339,-0.115647346,negative
bare minimum,1765113758,-0.1210247,negative
"sedih baca komen sebenernya,, tpi mmng seharusnya beginilah tugas seorang pemimpin 🥺🥺",1764937554,0.10851514,positive
"sekelas wapres aja gak pake rompi anti peluru,gak sok soan bawa beras padahal di pelakunya,yang di bawa cuma bolpen dan kertas untuk mencatat keluhan masyarakat yang terkena bencana.",1764934560,4.8071146e-05,neutral
"pokoknya mah apapun yang kita lakukan akan ada orang yang suka,tidak suka,biasa saja dll.cukup lihat saja dan jadikan pelajaran atau apapun itu.terlalu membenci itu juga membutuhkan banyak energi loh😊😊",1764933729,0.112047225,positive
"setelah baca isi komen, emg wajar aja Indonesia gabakal bisa jadi negara maju, orang rakyat nya ga beres,semuanya salah dimata rakyatnya sendiri😔, paling tidak hargain sedikit upaya pemerintah",1764939454,0.021781474,neutral
emg harusnya ganti rakyat si wkwkw semua yang dilakuin serba salahhh. susah kalo udah pembenci mah mau ngelakuin 100000 kebaikan gabakal terlihat.,1764930267,0.12508392,positive
dia itu sudah sangat² yg terbaik untuk indonesia kenapaa di hujat apa yg menghujat itu buzzer,1764997365,0.09027755,positive
"dulu emg pak jokowi ga gini ya ke rakyat, masuk gorong"" dan deket rakyat. hingga akhirnya.. ?",1764989775,0.04773757,positive
berantemin gua sama yang hujat pak gibran,1764987798,0.123776406,positive
"Indonesia gabakalan maju, cuma di indo presiden sama wapress nya di bully 😂",1764986048,-1.591444e-05,neutral
di Indonesia itu kalo sudah benci apapun yg dilakukan salah,1764985742,-7.143617e-05,neutral
"gerak di dibilang pencitraan, gk gerak dibilang gk peduli,,emang yg paling bener harus diganti rakyat nya😭",1764985714,0.10010803,positive
yg hujat sejauh ini bantu apa? wapres aja d hujat segitunya 🥺🥺. sesempurna apa kalian sampe wakil pemimpin kalian sendiri kalian jelek²an.. 😭,1764980561,0.12639728,positive
kayaknya lebih baik ganti rakyat deh😂,1764980052,0.013607562,neutral
"Hanya di Indonesia Ada bencana jadi ladang saling menghujat..
Hanya di Indonesia dibantu dan tidak Tetap dihujat
Hanya di Indonesia Raja Mengkritik tanpa melakukan apa-apa
Hanya di Indonesia perpecahan justru datang dari Jari² setan yang saling mengolok² saudara se Bangsa dan se Tanah air..
Hanya di Indonesia mirriiiss sekali ternyata netizenya..
Gak Terima? Kalau kalian Sadar dan Menyadari ini Fakta ke Bobrokan Pola fikir kita ""netizen"" yang semakin Mundur dan terbelakang",1764979051,-0.016160429,neutral
"Sehat-sehat, Pak Gibran 🤍",1764978522,0.12705567,positive
"datang salah kagak dateng salah..
salahnya dia apa coba..
padahal tidak membuat onar.",1764977768,0.002554655,neutral
di X gua yakin tetep dihujat ini. padahal yg dilakuin Gibran bener juga,1764977293,0.12589693,positive
"padahal jarang loh kemarin² ada pejabat yg mau langsung turun k lapangan kaya gini, toh juga kalau misal yg nomor urut 1 kemarin menang blm tentu juga dia bisa sprti itu. Positif thinking aja gaes selagi itu baik 🙏",1764974456,0.12631696,positive
dia hanya ingin menjalankan tugasnya.... jgn dihujat njir.... terlepas beliau anak dari presiden sebelumnya,1764959266,0.12655097,positive
"gw gak milih dia, tapi untung dia masih mau menyempatkan bertemu para korban banjir disana, salam respect... izin🙏🏼",1764956969,0.12647253,positive
"udah sih anjir kenapa dihujat, dia lagi ngejalanin tugasnya.. siapapun wapresnya kalo lagi jalanin tugasnya kita dukung aja woyyyy",1764955583,0.12646729,positive
"dulu sy manggil beliau mas wali, skarang pak wapres. mau 1 negara menghujat, sy yg bkn siapa"" ini akan slalu mendukung dan melihat hal baik dalam diri pak wapres ✨ Tuhan memberkati pak Gibran 🥹",1764954964,0.12694132,positive
bnyk yg pnya pnykt hati☹️,1764953863,0.101498544,positive
Mas Gibran aja sekelas WAPRES kaga ada pake Rompi2an 😌,1764953248,0.020234644,neutral
"untung aku bukan pejabat, gak kuat banget harus bertanggungjawab sama rakyat negara ini",1764950933,0.123331696,positive
"yang hujat maunya apasih, ga nongol dibilang ga peduli, giliran terjun gini dibilang bare minimunlah pencitraan lah. herannn😭",1764949352,0.005631,neutral
Dan di tahun sebelum ini sampe lupa kalo punya wapres 🙂‍↔️,1764949195,-0.002116859,neutral
Sehat” ya pak🥹,1764948740,0.12635782,positive
meanwhile in other universe si verrel pake rompi bjir,1764946952,-0.002307564,neutral
Waktunya ganti rakyat 🥺,1764945708,0.0012716353,neutral
"harusnya gini nih pejabat,bukan menjilat atau gimana emng gini normalnya pejabat.Agak tenang masih ada pejabat yg kerja dan berbaur langsung sm masyarakat.",1764945088,0.11343768,positive
notebook gibran be like,1764944756,0.0005886555,neutral
"kerja salah ga kerja salah,,muncul salah ga muncul apalagi..emang udah bener ganti rakyat dah ah..",1764944675,0.11952874,positive
"dia mendengar dan mencatat langsung loh dan kalian masih hujat dia🥺, walaupun mungkin kalian fikir cara dia salah setidaknya dia masuk untuk membantu mensejahterakan rakyat2",1764944321,0.12598196,positive
"cuma dicatat, beda sama kdm",1765115214,-0.108095914,negative
mana 19 juta lapangan pekerjaannya🎣🎣🎣,1765107835,-0.09376338,negative
aku padamu pak gibran🤩🤩🥰🥰,1765116486,0.02714637,neutral
sudah ada klarifikasi verrel bramasta pakai rompi guys😂😁,1765119138,0.0003336668,neutral
"di negara demokrasi seperti indonesia, rajanya itu rakyat. stop kasihan yaa itu amanah buat beliau. kalau salah ya harus dikritik. kqlau bener kita dukung,,gtu ya teman2..",1765118980,0.12560153,positive
datang pake rompi anti peluru - lihat keadaan - nunjuk janda di dalam air - dapet poto bagus - pulang,1765116301,-0.00079777837,neutral
Kok ga bawa beras,1765116379,-0.0018414557,neutral
"iya iya tau ini bare minimum alias emang kewajiban sebagai wapres🙄tpi bisa gasih gausa komen dgn embel embel ""hilih gausa diwow kan"", bro? ini cuma diberitakan biar semua tau kalo wapres turun langsung dan mendengar keluh kesah warganya! dikasih wapres turun lgsg ke masyarakat aja masih salah apalagi wapres cuma duduk di istana wkwk, setidaknya ga modal cari muka doang kaya el rompi sama el beras🤣",1764927714,0.04841703,positive
miris liat komenan masyarakat indonesia,1764925593,-0.006023556,neutral
D keadaan seperti ini jngn lah negatif mulu pikiran nya coba ambil sisi positif nya buset busuk bgt hati orang2 perasaan,1765083143,0.12657666,positive
"dia yg nyamperin dan nanyain satu² keluhan orang² disitu aja udah beda dari yg lain,yaallah tolong lembutkan hati manusia² pembenci yg bisanya cuma ngetik pakai kata² jahat🥲",1765075922,0.12658098,positive
"Kenapa ya banyak yang hujat pak wapres? Padahal banyak kerja nyatanya, apa karna lapangan pekerjaan yang beliau janjikan? Padahal 1 tahun juga belum sebagai wapres😢",1765075500,0.09850359,positive
"kata dosen HTN aku “kalau pemerintah emang bagus akui, tapi kalo jelek evaluasi”",1765071685,-0.0003540814,neutral
"pa gibran ngasih,maenan ke anak kcil suyapa ga trauma ama kejadian ituu.
#salut ama pa gibran",1765025645,0.12610206,positive
biasa aja. Berharap memang itu di tulis & dicari solusinya. Bukan pencitraan.,1765018482,-0.1194053,negative
"di mata para pembenci wapres selalu salah gak ada bener nya,",1765005979,0.122226745,positive
orang tulus tak banyak bunyi tapi perbanyak aksi👍,1764998440,0.08355239,positive
"udh paling bener ganti rakyat aj dah, ini salah itu salah💔",1764997230,0.08761686,positive
"saking jarang nya pejabat mau begini sampe bare minimum ginian di lebih2kan.. tp gapapa ko di puji, biar pemerintah yg lain kalo mau di puji ya harus turun tangan kaya gini juga. sekecil apapun usaha pantes di puji kok.. semoga jd contoh yg baik",1765120155,0.1263344,positive
"nemu komentar yg muji muji aja engga ada, tapi isinya bahas bare minimum semua😂",1764944257,0.0009111166,neutral
"gua umur 24, belum pernah nyoblos alias golput, karna gua tau semua pejabat itu akan menjadi tikus pada masanya tampa terkecuali. Tapi sejauh ini saya masih respek sama gibran. saya waktu pilpres golput jadi asli ga mihak siapa siapa.",1764943653,0.082288325,positive
jiwa tan malaka penampilan sutan syahrir mantab wapresku,1764942234,0.12649152,positive
"Intinya kalau lue gk suka ketua kelas walaupun dia bukan pilihan mu tp kamu di kelas yg sama jadi dukung dia, nanti misal kamu gk cocok, bisa kok setelah naik kelas jangan kamu pilih lg dia. dia sudah kepilih, dukung dan doakan semoga amanah, kita gak bakal maju kalau sistem mendendam, yuk ah, bisa, bersatu.",1764942011,0.123919666,positive
"sedih banget liat komentar hujatan nya, 2030 ganti rakyat aja, introspeksi diri masing2 aja🗿",1764941665,0.12635824,positive
lagi ngedata pos Yandi boss,1764941078,-0.12050879,negative
"repotttt ntr ga muncul dibilang ga kerja, giliran muncul nampung keluhan masyarakat dibilang pencitraan",1764940342,-0.0012039542,neutral
menurut gue apk X tuh di hapus aja ga bermutu sih pemikirannya,1764939350,-0.0004454255,neutral
"tetap salah ini mahh , pkok nya kalau pemerintah pusat baik , tetap salah di mata para barisan sakit hati",1764938843,0.12628785,positive
Mau di hujat gimanapun ttp aja beliau wapres... mau apa kalian wkkk 🤣,1764938683,0.12661421,positive
"ya bagus lah dicatat, dia mau kerja berarti. tinggal tunggu tindakannya mengatasi keluhan2 yg dia catat itu",1764938669,0.031891733,positive
"dpr ngapain kerjanya, itukan kerja dpr. sama walikota/gubernur dimana bencana besar ini 😭",1764937962,0.014102936,positive
"yang bilang ini cuma bare minimum, yaudah ngucapin terima kasih dan menghargai kerja seseorang juga merupakan bare minimum kan?",1764937938,0.12677848,positive
"orng sebaik ini, yg di liat buruk"" nya aja😭😭😭",1764936501,0.12481794,positive
"cape bgt liat yg hujat,mau kalian begimana sii",1764936134,0.104165524,positive
ini rakyat pada punya hati atau kaga si,1764935386,0.12332556,positive
"kalau mau hati tenang saat nonton vt, cukup ditonton gak usah buka komen🤣 karna akan menimbulkan emosi🤣",1764935212,0.105439395,positive
"Yg dikatain planga plongo ternyata sangat dicintai oleh rakyat🙏🏻sampai beliau catat keluhan warganya,semangatt pakk🔥",1764935173,0.12678447,positive
kenap si kalian jahat ke dia 🥺,1764934254,0.1230596,positive
